EQPTNAME,KW,STATR_VOL,STATR_CUR,ROTOR_VOL,ROTOR_CUR,SPEED,MAKE,MNTNG,DE,NDE,FRAME,AREA,LOCATION,COUPLING,REMARKS
ARM ROTATION,7,415,15.2,0,0,888,GEC,FOOT,6309,6309,160L,BF2,NO DATA,NO DATA,NO DATA
CARRIAGE MOTION-A,7,415,15.2,0,0,888,GEC,FOOT,6309,6309,160L,BF2,NO DATA,NO DATA,NO DATA
CARRIAGE MOTION-B,7,415,15.2,0,0,888,GEC,FOOT,6309,6309,160L,BF2,NO DATA,NO DATA,NO DATA
DRILL BORE MOTOR,15,415,31,0,0,930,GEC,FOOT,6310,6310,180L,BF2,NO DATA,NO DATA,NO DATA
ARM ROTATION,7,415,15.2,0,0,888,GEC,FOOT,6309,6309,160L,BF2,NO DATA,NO DATA,NO DATA
CARRIAGE MOTION-A,7,415,15.2,0,0,888,GEC,FOOT,6309,6309,160L,BF2,NO DATA,NO DATA,NO DATA
CARRIAGE MOTION-B,7,415,15.2,0,0,888,GEC,FOOT,6309,6309,160L,BF2,NO DATA,NO DATA,NO DATA
DRILL BORE MOTOR,15,415,31,0,0,930,GEC,FOOT,6310,6310,180L,BF2,NO DATA,NO DATA,NO DATA
ARM ROTATION,7,415,15.2,0,0,888,GEC,FOOT,6309,6309,160L,BF2,NO DATA,NO DATA,NO DATA
CARRIAGE MOTION-A,7,415,15.2,0,0,888,GEC,FOOT,6309,6309,160L,BF2,NO DATA,NO DATA,NO DATA
CARRIAGE MOTION-B,7,415,15.2,0,0,888,GEC,FOOT,6309,6309,160L,BF2,NO DATA,NO DATA,NO DATA
DRILL BORE MOTOR,15,415,31,0,0,930,GEC,FOOT,6310,6310,180L,BF2,NO DATA,NO DATA,NO DATA
ROCKING RUNNER-1,5,415,11,0,0,850,GEC,FOOT,N324,6324,132M,BF2,NO DATA,NO DATA,NO DATA
ROCKING RUNNER-2,5,415,11,0,0,850,GEC,FOOT,N324,6324,132M,BF2,NO DATA,NO DATA,NO DATA
ROCKING RUNNER-3,5,415,11,0,0,850,GEC,FOOT,N324,6324,132M,BF2,NO DATA,NO DATA,NO DATA
ROCKING RUNNER-4,5,415,11,0,0,850,GEC,FOOT,N324,6324,132M,BF2,NO DATA,NO DATA,NO DATA
GAS SAMPLING M/C-1,6.3,415,20.7,0,0,560,USSR,FOOT,2317,317,AP8416T2,BF2,NO DATA,NO DATA,NO DATA
GAS SAMPLING M/C-2,6.3,415,20.7,0,0,560,USSR,FOOT,2317,317,AP8416T2,BF2,NO DATA,NO DATA,NO DATA
GAS SAMPLING M/C-3,6.3,415,20.7,0,0,560,USSR,FOOT,2317,317,AP8416T2,BF2,NO DATA,NO DATA,NO DATA
GAS SAMPLING M/C-4,6.3,415,20.7,0,0,560,USSR,FOOT,2317,317,AP8416T2,BF2,NO DATA,NO DATA,NO DATA
SCREW CONVEYOR- 59,11,415,20,0,0,975,USSR,FOOT,2311,311,BRP160S6T25,BF2,NO DATA,NO DATA,NO DATA
VIBRATING RAMMER M/RUNNER,22,415,40,0,0,1500,USSR,FOOT,NO DATA,NO DATA,AOPB2714T,BF2,NO DATA,NO DATA,NO DATA
VIBRATING RAMMER M/RUNNER,22,415,40,0,0,1500,USSR,FOOT,NO DATA,NO DATA,AOPB2714T,BF2,NO DATA,NO DATA,NO DATA
VIBRATING RAMMER M/RUNNER,22,415,40,0,0,1500,USSR,FOOT,NO DATA,NO DATA,AOPB2714T,BF2,NO DATA,NO DATA,NO DATA
VIBRATING RAMMER M/RUNNER,22,415,40,0,0,1500,USSR,FOOT,NO DATA,NO DATA,AOPB2714T,BF2,NO DATA,NO DATA,NO DATA
VIBRATING RAMMER R/RUNNER,4,415,8.1,0,0,1450,USSR,FOOT,NO DATA,NO DATA,BAO414T2,BF2,NO DATA,NO DATA,NO DATA
VIBRATING RAMMER R/RUNNER,4,415,8.1,0,0,1450,USSR,FOOT,NO DATA,NO DATA,BAO414T2,BF2,NO DATA,NO DATA,NO DATA
VIBRATING RAMMER R/RUNNER,4,415,8.1,0,0,1450,USSR,FOOT,NO DATA,NO DATA,BAO414T2,BF2,NO DATA,NO DATA,NO DATA
VIBRATING RAMMER R/RUNNER,4,415,8.1,0,0,1450,USSR,FOOT,NO DATA,NO DATA,BAO414T2,BF2,NO DATA,NO DATA,NO DATA
VIBRATING RAMMER S/RUNNER,7.5,415,13.5,0,0,1450,USSR,FOOT,NO DATA,NO DATA,BAO514T5,BF2,NO DATA,NO DATA,NO DATA
VIBRATING RAMMER S/RUNNER,7.5,415,13.5,0,0,1450,USSR,FOOT,NO DATA,NO DATA,BAO514T5,BF2,NO DATA,NO DATA,NO DATA
SCREW CONVEYOR-60,11,415,20,0,0,975,USSR,FOOT,2311,311,BRP160S6T25,BF2,NO DATA,NO DATA,NO DATA
ATM VALVE WINCH MOTOR-58,7,415,32,0,0,900,USSR,FOOT,NO DATA,NO DATA,MTKH2116T2,BF2,NO DATA,NO DATA,NO DATA
CUT- OFF VALVE WINCH 61A,5,415,10.2,0,0,925,USSR,FOOT,60311,60311,MTKH3126T1,BF2,NO DATA,NO DATA,NO DATA
CUT- OFF VALVE WINCH 62A,5,415,10.2,0,0,925,USSR,FOOT,60311,60311,MTKH3126T1,BF2,NO DATA,NO DATA,NO DATA
CUT- OFF VALVE WINCH 61B,7.5,415,34,0,0,930,USSR,FOOT,60311,60311,MTKH3126T3,BF2,NO DATA,NO DATA,NO DATA
CUT- OFF VALVE WINCH 62B,7.5,415,34,0,0,930,USSR,FOOT,60311,60311,MTKH3126T3,BF2,NO DATA,NO DATA,NO DATA
SHUT OFF VALVE WINCH 63,15,415,34,0,0,930,USSR,FOOT,60311,60311,MTKH3126T1,BF2,NO DATA,NO DATA,NO DATA
BLOWER MOTOR-64,132,415,218.5,0,0,985,USSR,FOOT,2320KGOST83028-75,6-346320EGOST832-66,AO355S6T3,BF2,NO DATA,NO DATA,NO DATA
BLOWER MOTOR-65,132,415,218.5,0,0,985,USSR,FOOT,2320KGOST83028-75,6-346320EGOST832-66,A0355S6T3,BF2,NO DATA,NO DATA,NO DATA
RECTANGULAR VALVE-75,0.18,415,0.58,0,0,1370,USSR,FLAN,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
RECTANGULAR VALVE-79,0.18,415,0.58,0,0,1350,USSR,FLAN,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
RECTANGULAR VALVE-78,0.18,415,0.58,0,0,1370,USSR,FLAN,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
RECTANGULAR VALVE-74,0.18,415,0.58,0,0,1370,USSR,FLAN,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
RECTANGULAR VALVE-77,0.18,415,0.58,0,0,1370,USSR,FLAN,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
RECTANGULAR VALVE-73,0.18,415,0.58,0,0,1370,USSR,FLAN,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
RECTANGULAR VALVE-76,0.18,415,0.58,0,0,1370,USSR,FLAN,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
RECTANGULAR VALVE-72,0.18,415,0.58,0,0,1370,USSR,FLAN,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE MOTOR-292,0.37,415,1.1,0,0,360,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE MOTOR-293,0.37,415,1.1,0,0,360,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE MOTOR-294,0.37,415,1.1,0,0,360,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
MECH NO.85,7.5,415,15,0,0,1450,USSR,FOOT,76180607C9W1,76180607C9W1,4A132S4T2,BF2,NO DATA,NO DATA,NO DATA
MECH NO.86,5,415,14,0,0,1450,USSR,FLAN,76180607C9W1,76180607C9W1,4A132S4T2,BF2,NO DATA,NO DATA,NO DATA
MECH NO.87,0.75,415,2,0,0,1370,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AX71B4T1,BF2,NO DATA,NO DATA,NO DATA
MECH NO.89,0.25,415,0.8,0,0,1370,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AAM63A4T2,BF2,NO DATA,NO DATA,NO DATA
MECH NO.90,0.25,415,0.8,0,0,1400,USSR,FLAN,6-180502K369,6-180502K369,4AAM63A4T2,BF2,NO DATA,NO DATA,NO DATA
MECH NO.91,0.25,415,0.8,0,0,1370,USSR,FLAN,6-180502K369,6-180502K369,4AAM63A4T2,BF2,NO DATA,NO DATA,NO DATA
MECH NO.92,1.1,415,2.5,0,0,1400,USSR,FOOT,6-180605C9W1,6-180605C9W1,4A80A4T1,BF2,NO DATA,NO DATA,NO DATA
MECH NO.93,2.2,415,5.2,0,0,935,SIEMENS,FLAN,6306,6206,112M,BF2,NO DATA,NO DATA,NO DATA
HUMIDIFIER VALVE,0.72,415,1.7,0,0,36,BEACON ROTARK,NO DATA,NO DATA,NO DATA,K150F10A,BF2,NO DATA,NO DATA,NO DATA
SNORT VALVE 100,3,415,7.2,0,0,675,USSR,NO DATA,2311,311,AP638T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY BY PASS VALVE 110,2.5,415,6.5,0,0,635,USSR,FLAN,2309,309,AP0538T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY VALVE 111,1.6,415,8.4,0,0,445,USSR,FOOT,2309,309,AP5312T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY VALVE 112,1.6,415,8.4,0,0,445,USSR,FOOT,2309,309,AP5312T2,BF2,NO DATA,NO DATA,NO DATA
GAS CUT OFF VALVE 114,1.3,415,4.6,0,0,920,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
GAS REGULATION VALVE 115,1.3,415,4.6,0,0,920,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
GAS BLEEDER VALVE 116,0.55,415,1.5,0,0,900,USSR,FOOT,2311,311,B71B6T2,BF2,NO DATA,NO DATA,NO DATA
AIR CUT OF VALVE 120,1.3,415,4.6,0,0,920,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
AIR BLEEDER VALVE 122,0.55,415,1.5,0,0,700,USSR,FOOT,2311,311,B71B6T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY BYPASS VALVE 210,2.5,415,6.5,0,0,635,USSR,FLAN,2309,309,AP0538T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY VALVE 211 MOTOR,1.6,415,8.4,0,0,445,USSR,FOOT,2309,309,AP5312T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY VALVE 212 MOTOR,1.6,415,8.4,0,0,445,USSR,FOOT,2309,309,AP5312T2,BF2,NO DATA,NO DATA,NO DATA
GAS CUT OFF VALVE 214,1.3,415,4.6,0,0,920,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
GAS REGULATION VALVE 215,1.3,415,4.6,0,0,920,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
GAS BLEEDER VALVE 216,0.55,415,1.5,0,0,900,USSR,FOOT,2311,311,B71B6T2,BF2,NO DATA,NO DATA,NO DATA
COLD BLAST VALVE 218,3,415,7.2,0,0,675,USSR,FOOT,2311,311,AP638T2,BF2,NO DATA,NO DATA,NO DATA
AIR CUT OFF VALVE 220,1.3,415,4.6,0,0,920,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
AIR BLEEDER VALVE 222,0.55,415,1.5,0,0,900,USSR,FOOT,2311,311,B71B6T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY BYPASS VALVE 310,2.5,415,6.5,0,0,635,USSR,FLAN,2309,309,AP0538T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY VALVE 311 MOTOR,1.6,415,8.4,0,0,445,USSR,FOOT,2309,309,AP5312T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY VALVE 312 MOTOR,1.6,415,8.4,0,0,445,USSR,FOOT,2309,309,AP5312T2,BF2,NO DATA,NO DATA,NO DATA
GAS CUT OFF VALVE 314,1.3,415,4.6,0,0,920,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
GAS REGULATION VALVE 315,1.3,415,4.6,0,0,920,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
GAS BLEEDER VALVE 316,0.55,415,1.5,0,0,900,USSR,FOOT,2311,311,B71B6T2,BF2,NO DATA,NO DATA,NO DATA
COLD BLAST VALVE 318,3,415,7.2,0,0,675,USSR,FOOT,2311,311,AP638T2,BF2,NO DATA,NO DATA,NO DATA
COLD BLAST VALVE 118,3,415,7.2,0,0,675,USSR,FOOT,2311,311,AP638T2,BF2,NO DATA,NO DATA,NO DATA
AIR CUT OFF VALVE 320,1.3,415,4.6,0,0,920,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
AIR BLEEDER VALVE 322,0.55,415,1.5,0,0,900,USSR,FOOT,2311,311,B71B6T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY BYPASS VALVE 410,2.5,415,6.5,0,0,635,USSR,FLAN,2309,309,AP0538T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY VALVE 411,1.6,415,8.4,0,0,445,USSR,FOOT,2309,309,AP5312T2,BF2,NO DATA,NO DATA,NO DATA
CHIMNEY VALVE 412,1.6,415,8.4,0,0,445,USSR,FOOT,2309,309,AP5312T2,BF2,NO DATA,NO DATA,NO DATA
GAS CUT OFF VALVE 414,1.3,415,4.6,0,0,520,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
GAS REGULATION VALVE 415,1.3,415,4.6,0,0,920,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
COLD BLAST VALVE 418,3,415,7.2,0,0,675,USSR,FOOT,2311,311,AP638T2,BF2,NO DATA,NO DATA,NO DATA
GAS BLEEDER VALVE 416,0.55,415,1.5,0,0,900,USSR,FOOT,2311,311,B71B6T2,BF2,NO DATA,NO DATA,NO DATA
AIR CUT OFF VALVE 420,1.3,415,4.6,0,0,920,USSR,FLAN,2309,309,APQ5210T2,BF2,NO DATA,NO DATA,NO DATA
AIR BLEEDER VALVE 422,0.55,415,1.5,0,0,900,USSR,FOOT,2311,311,B71B6T2,BF2,NO DATA,NO DATA,NO DATA
HYDRAULIC PUMP 125,22,415,40,0,0,980,USSR,FOOT,NO DATA,NO DATA,4A200M6T2,BF2,NO DATA,NO DATA,NO DATA
HYDRAULIC PUMP 126,22,415,40,0,0,980,USSR,FOOT,NO DATA,NO DATA,4A200M6T2,BF2,NO DATA,NO DATA,NO DATA
HYDRAULIC PUMP 127,11,415,22,0,0,975,USSR,FOOT,NO DATA,NO DATA,4A160S6T2,BF2,NO DATA,NO DATA,NO DATA
CIRCULATING PUMP 128,4,380,8.7,0,0,1410,USSR,FOOT,NO DATA,NO DATA,4A100LT1,BF2,NO DATA,NO DATA,NO DATA
SHUT OFF VALVE 101,2.5,415,6.5,0,0,635,USSR,FOOT,2309,309,AP0538T2,BF2,NO DATA,NO DATA,NO DATA
DRAFT VALVE 200,2.8,415,8.1,0,0,545,USSR,FOOT,2311,311,AP6410T2,BF2,NO DATA,NO DATA,NO DATA
GREASE LUBRICATION PUMP,1.1,415,2.5,0,0,1500,ABM,FLAN,NO DATA,NO DATA,G90F/D90SA0-42,BF2,NO DATA,NO DATA,NO DATA
COLD AIR MIXER VALVE 900 DIA,0.18,415,0.61,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AA56B4T2,BF2,NO DATA,NO DATA,NO DATA
COLD AIR MIXER VALVE 500 DIA,0.18,415,0.61,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
SLIDE VAL BLEEDER 205,7.5,415,15,0,0,960,USSR,FLAN,76-180609C9W1,76-180609C9W1,4AM132M6T2,BF2,NO DATA,NO DATA,NO DATA
SLIDE VAL BLEEDER 206,2.5,415,9,0,0,192,BEACON ROTARK,FLAN,NO DATA,NO DATA,K300GG1G2XE,BF2,NO DATA,NO DATA,NO DATA
SLIDE VAL BLEEDER 207,2.5,415,9,0,0,192,BEACON ROTARK,FLAN,NO DATA,NO DATA,K300G1G2XE,BF2,NO DATA,NO DATA,NO DATA
SLIDE VAL BLEEDER 208,0.55,415,1.4,0,0,1350,USSR,FLAN,NO DATA,NO DATA,BA71A4M,BF2,NO DATA,NO DATA,NO DATA
EXHAUSTER-M40,630,6600,67,0,0,990,USSR,FOOT,3530,3530,DA302-16-64-6T1,BF2,NO DATA,NO DATA,NO DATA
M40 DELIVERY VALVE,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
M40 SUCTION VALVE,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
EXHAUSTER-M41,630,6600,67,0,0,990,USSR,FOOT,3530,3530,DA302-16-64-6T1,BF2,NO DATA,NO DATA,NO DATA
M41 DELIVERY VALVE,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
M41 SUCTION VALVE,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
EXHAUSTER-M42,630,6600,67,0,0,990,USSR,FOOT,3530,3530,DA302-16-64-6T1,BF2,NO DATA,NO DATA,NO DATA
M42 DELIVERY VALVE,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
M42 SUCTION VALVE,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
EXHAUSTER-M43,630,6600,67,0,0,990,USSR,FOOT,NO DATA,NO DATA,DA302-16-64-6T1,BF2,NO DATA,NO DATA,NO DATA
M43 DELIVERY VALVE,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
M43 SUCTION VALVE,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
EXHAUSTER-M44,1000,6600,105,0,0,735,USSR,FOOT,3530,3530,DA30217-69-8T1,BF2,NO DATA,NO DATA,NO DATA
M44 DELIVERY VALVE,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B46T2,BF2,NO DATA,NO DATA,NO DATA
M44 SUCTION VALVE,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
EXHAUSTER-M45,1000,6600,105,0,0,735,USSR,FOOT,NO DATA,NO DATA,DA30217-69-6T1,BF2,NO DATA,NO DATA,NO DATA
M45 DELIVERY VALVE,0.18,415,0.61,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
M45 SUCTION VALVE,0.18,415,0.58,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,ANP58B4T2,BF2,NO DATA,NO DATA,NO DATA
SPRINKLING PUMP-1,37,415,65,0,0,1475,KIRLOSKAR,FOOT,6313,6313,LD225SMK11,BF2,NO DATA,NO DATA,NO DATA
SPRINKLING PUMP-2,37,415,65,0,0,1475,KIRLOSKAR,FOOT,6313,6313,LD225SMK11,BF2,NO DATA,NO DATA,NO DATA
SPRINKLING PUMP-3,37,415,65,0,0,1475,KIRLOSKAR,FOOT,6313,6313,LD225SMK11,BF2,NO DATA,NO DATA,NO DATA
SPRINKLING PUMP-4,37,415,65,0,0,1475,KIRLOSKAR,FOOT,6313,6313,LD225SMK11,BF2,NO DATA,NO DATA,NO DATA
M24 MOTOR,315,6600,37.5,0,0,750,USSR,FOOT,NO DATA,NO DATA,AA304450YK8T2,BF2,NO DATA,NO DATA,NO DATA
M25 MOTOR,315,6600,37.5,0,0,750,USSR,FOOT,NO DATA,NO DATA,AA304450YK8T2,BF2,NO DATA,NO DATA,NO DATA
M21 MOTOR,500,6600,53,0,0,1500,USSR,FOOT,NO DATA,NO DATA,AA304450X4T2,BF2,NO DATA,NO DATA,NO DATA
M22 MOTOR,500,6600,53,0,0,1500,USSR,FOOT,NO DATA,NO DATA,AA304450X4T2,BF2,NO DATA,NO DATA,NO DATA
M23 MOTOR,500,6600,53,0,0,1500,USSR,FOOT,NO DATA,NO DATA,AA304450X4T2,BF2,NO DATA,NO DATA,NO DATA
SUCTION VALVE FOR M21,0.18,415,0.61,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
SUCTION VALVE FOR M22,0.18,415,0.61,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
SUCTION VALVE FOR M23,0.18,415,0.61,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
DELIVERY VALVE FOR M21,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
DELIVERY VALVE FOR M22,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
DELIVERY VALVE FOR M23,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
SUCTION VALVE FOR M24,0.75,415,2,0,0,1380,KIRLOSKAR,FLAN,6204,6204,BKH80,BF2,NO DATA,NO DATA,NO DATA
SUCTION VALVE FOR M25,0.75,415,2,0,0,1380,KIRLOSKAR,FLAN,6204,6204,BKH80,BF2,NO DATA,NO DATA,NO DATA
DELIVERY VALVE FOR M24,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
DELIVERY VALVE FOR M25,0.18,415,0.61,0,0,1350,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
TRANSFER PUMP 485,72,415,130,0,0,1485,KIRLOSKAR,FOOT,N317,6314,280S,BF2,NO DATA,NO DATA,NO DATA
DISPOSAL PUMP 486,30,415,52,0,0,1470,KIRLOSKAR,FOOT,6132,6310,LD200LMK11,BF2,NO DATA,NO DATA,NO DATA
DISPOSAL PUMP 487,30,415,52,0,0,1470,KIRLOSKAR,FOOT,6132,6310,LD200LMK11,BF2,NO DATA,NO DATA,NO DATA
SUMP PUMP 488,5.5,415,11,0,0,1440,KIRLOSKAR,FOOT,6308,6208,KH132S,BF2,NO DATA,NO DATA,NO DATA
TRANSFER PUMP 585,72,415,130,0,0,1485,GEC,FOOT,N317,6314,280S,BF2,NO DATA,NO DATA,NO DATA
DISPOSAL PUMP 586,30,415,52,0,0,1470,KIRLOSKAR,FOOT,6132,6310,LD200LMK11,BF2,NO DATA,NO DATA,NO DATA
DISPOSAL PUMP 587,30,415,52,0,0,1470,KIRLOSKAR,FOOT,6132,6310,LD200LMK11,BF2,NO DATA,NO DATA,NO DATA
SUMP PUMP 588,5.5,415,11,0,0,1440,KIRLOSKAR,FOOT,6308,6208,KH132S,BF2,NO DATA,NO DATA,NO DATA
GAS CLEASING VALVE 270,18.5,415,35,0,0,365,USSR,FLAN,2314,314,BRP200M8T2,BF2,NO DATA,NO DATA,NO DATA
GAS CLEANING VALVE 271,18.5,415,35,0,0,365,USSR,FLAN,2314,314,BRP200M8T2,BF2,NO DATA,NO DATA,NO DATA
STOCK ROD 276,7.5,230,37,0,0,900,KIRLOSKAR,FOOT,NJ310,NJ310,KMDC802C,BF2,NO DATA,NO DATA,NO DATA
STOCK ROD 277,7.5,230,37,0,0,900,KIRLOSKAR,FOOT,NJ310,NJ310,KMDC802C,BF2,NO DATA,NO DATA,NO DATA
WATER FEED VALVE 278,0.27,415,1.7,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K60F10A,BF2,NO DATA,NO DATA,NO DATA
WATER FEED VALVE 279,0.27,415,1.7,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K60F10A,BF2,NO DATA,NO DATA,NO DATA
NITROGEN VALVE 280,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
NITROGEN VALVE 281,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
WINCH OF BF ATM VALVE 289,20,415,44,0,0,725,GEC,FOOT,N312,6312,200L,BF2,NO DATA,NO DATA,NO DATA
WINCH OF BF ATM VALVE 290,20,415,44,0,0,725,GEC,FOOT,N312,6312,200L,BF2,NO DATA,NO DATA,NO DATA
WINCH OF BF ATM VALVE 291,20,415,44,0,0,725,GEC,FOOT,N312,6312,200L,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 161,3.7,415,7.5,0,0,2830,KIRLOSKAR,FOOT,6206,6206,KH100L,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 162,3.7,415,7.5,0,0,2830,KIRLOSKAR,FOOT,6206,6206,KH100L,BF2,NO DATA,NO DATA,NO DATA
VENTILATION TO N2 LINE 168,30,415,52,0,0,1470,USSR,FOOT,76-180612C9W1,76-180612C9W1,4AM180M4T2,BF2,NO DATA,NO DATA,NO DATA
WINCH MOTOR 191,18.5,415,34,0,0,970,NGEF,FOOT,6313,6313,AMW200LF6,BF2,NO DATA,NO DATA,NO DATA
ROTATION MOTOR,15.5,415,0,0,0,1500,AEG,FLAN,6212C42Z,6212C42Z,AM200LV4/12,BF2,NO DATA,NO DATA,NO DATA
TILTING MOTOR,10,415,0,0,0,1500,AEG,FLAN,6309C42Z,6210C42Z,AM160LV4,BF2,NO DATA,NO DATA,NO DATA
HYDRAULIC PUMP OF PAUL WURTH-1,18.5,415,36.5,0,0,975,AEG,FOOT,6212C42Z,6212C42Z,AM200LS6,BF2,NO DATA,NO DATA,NO DATA
HYDRAULIC PUMP OF PAUL WURTH-2,18.5,415,36.5,0,0,975,AEG,FOOT,6212C42Z,6212C42Z,AM200LS6,BF2,NO DATA,NO DATA,NO DATA
CIRCULATION PUMP OF PAUL WURTH,4,415,9.2,0,0,960,AEG,FOOT,6308C3,6308C3,AM132MP6N1,BF2,NO DATA,NO DATA,NO DATA
GREASING MOTOR PUMP-1,0.25,415,0.73,0,0,1300,SIEMENS,FLAN,NO DATA,NO DATA,1LA3070-4AB95-2,BF2,NO DATA,NO DATA,NO DATA
GREASING MOTOR PUMP-2,0.25,415,0.79,0,0,1300,SIEMENS,FLAN,NO DATA,NO DATA,1LA3070-4AB95-2,BF2,NO DATA,NO DATA,NO DATA
